T,31.136901149,35.815139663,985.7,,
T,31.039022512,35.533041619,-21.3,,
T,30.877803087,35.298709762,-233.5,,
T,30.778969438,35.016499131,298.5,,
T,30.579719821,34.708457211,922.6,,
T,30.430783778,34.410415032,568.9,,
T,30.292627073,34.053678839,276.9,,
T,30.102474605,33.687809133,352.0,,
T,29.937855981,33.455953975,446.1,,
T,29.746624315,33.089861834,511.1,,
T,29.642787689,32.809202994,75.4,,
T,29.438250898,32.499979283,3.1,,
T,29.132762568,32.168091425,300.8,,
T,29.031916808,32.145493100,215.7,,
T,29.361265516,32.350972563,857.0,,
T,29.665630209,32.684617355,0.0,,
T,30.098175650,33.171978586,566.3,,
T,30.287442443,33.281201596,383.2,,
T,30.681145050,33.955613266,285.6,,
T,31.032249544,34.561039119,273.7,,
T,31.305373106,35.276275279,293.9,,
T,31.552981577,35.853463530,610.6,,
T,31.697600278,36.405615421,691.0,,
T,31.868690750,36.834155752,499.2,,
T,31.952164929,37.175642345,605.7,,
T,31.934104311,37.490901492,671.8,,
T,31.636739432,37.157611726,561.2,,
T,31.140576815,36.522435685,934.2,,
T,30.684145423,35.955092023,915.3,,
T,30.486898091,35.647930930,1225.5,,
T,30.002336830,34.951103238,454.1,,
T,29.403884164,34.287153541,865.5,,
T,28.812459806,33.570517076,656.5,,
T,28.281889532,33.063802738,42.2,,
T,27.862871069,32.511126434,662.6,,
T,27.384857306,32.263887208,613.6,,
T,27.639900106,32.583171637,486.1,,
T,28.046954551,33.197161292,151.5,,
T,28.702328883,33.861169915,1204.3,,
T,28.778326886,34.006867344,1314.9,,
T,29.390166753,34.864003685,0.0,,
T,30.036018959,35.785507324,1074.8,,
T,30.698462715,36.849266041,822.8,,
T,31.207941705,37.871125577,609.8,,
T,31.689675812,38.765255878,851.2,,
T,32.017012379,39.621418020,891.2,,
T,32.345440870,40.033792914,791.0,,
T,32.195571028,39.546559192,870.3,,
T,31.854001504,38.747569965,884.0,,
T,31.313119162,37.645468980,513.9,,
T,30.617916058,36.257502298,899.5,,
T,30.001612765,35.205663120,423.2,,
T,29.852240732,34.913971286,581.4,,
T,29.190763069,34.042092207,1153.7,,
T,28.523653647,33.438362392,155.4,,
T,27.973559712,33.306322663,47.3,,
T,27.862120968,33.341129694,65.5,,
T,27.779552149,33.762233087,0.0,,
T,27.736043501,34.503019686,0.0,,
T,28.085401225,35.589003938,415.2,,
T,28.548242870,36.828660830,948.5,,
T,29.114477039,38.031637342,791.9,,
T,29.759658908,39.085341272,682.9,,
T,30.561593908,40.130582046,799.0,,
T,31.186587377,40.819764140,637.7,,
T,31.728150939,41.425298312,485.1,,
T,32.374068710,41.628934297,463.8,,
T,32.672588548,41.724070572,442.5,,
T,33.017277035,41.642618263,409.9,,
T,33.193192250,41.378006011,454.7,,
T,33.328754734,40.842193358,539.6,,
T,33.190520856,40.093502661,719.6,,
T,32.705480802,38.988692833,807.9,,
T,31.887374788,37.926250011,671.0,,
T,30.870798640,37.022631191,686.1,,
T,29.608461057,36.303552566,794.2,,
T,28.529797166,35.956787022,1140.4,,
T,28.381117095,35.917951294,1225.9,,
T,27.540229190,35.938219729,516.2,,
T,27.106898783,36.491613836,377.8,,
T,26.880236261,37.274116677,1134.3,,
T,26.815898761,37.557408162,1288.9,,
T,27.055107205,38.772273869,1004.1,,
T,27.534429021,40.239468237,897.8,,
T,27.686976427,40.467195100,952.7,,
T,28.517741406,41.936822006,728.2,,
T,29.460014944,42.971665585,514.0,,
T,30.735183520,43.959974610,298.2,,
T,31.898549327,44.428060802,20.7,,
T,32.886142809,44.780046557,29.4,,
T,33.660351753,44.740112296,41.2,,
T,34.143032165,44.394656688,64.8,,
T,34.473459139,43.795200654,94.9,,
T,34.626095767,42.805608792,157.9,,
T,34.441463016,41.181205149,178.7,,
T,33.868662668,39.518716731,640.3,,
T,33.100522956,37.998246952,678.9,,
T,32.890736082,37.746506955,665.1,,
T,31.684000390,36.466802767,644.0,,
T,30.387001516,35.622279232,1262.2,,
T,29.253106599,35.267971129,1072.2,,
T,29.053889256,35.217417891,1240.9,,
T,28.258046427,35.760264513,1026.5,,
T,27.894040028,36.711796032,1154.5,,
T,27.720540007,37.940993185,1019.4,,
T,27.996836203,39.422263331,982.8,,
T,28.646279730,40.826951856,820.4,,
T,28.861779978,41.015346695,798.5,,
T,29.783651378,42.348752220,502.9,,
T,31.269153638,43.772483426,261.0,,
T,32.621668336,44.558205199,27.1,,
T,33.844886136,45.064099420,43.8,,
T,34.649873117,45.161077338,359.5,,
T,35.303492436,44.809084547,645.8,,
T,35.588708454,44.183411212,303.9,,
T,35.761752352,42.916461879,218.6,,
T,35.593445342,41.202652811,214.7,,
T,34.807459629,39.253049063,341.4,,
T,33.754827461,37.720017804,809.0,,
T,32.394027567,36.387090300,736.4,,
T,32.205768834,36.274289708,618.0,,
T,30.949721966,35.703140034,557.4,,
T,30.085727705,35.798724875,1055.4,,
T,29.329599871,36.853219437,1090.4,,
T,29.178427437,37.060122657,1130.6,,
T,28.776714579,38.797304389,802.0,,
T,28.778464805,40.928637271,812.0,,
T,29.231584660,42.834795748,606.0,,
T,29.946697788,44.114138250,397.9,,
T,30.860235247,45.241139498,104.4,,
T,31.875929231,45.861265115,12.0,,
T,32.860446309,45.849606525,24.4,,
T,33.712324678,45.144588623,45.0,,
T,34.305299323,43.802762324,70.2,,
T,34.708134772,41.853126043,328.9,,
T,34.681234230,39.548078051,329.6,,
T,34.117405965,37.085012421,868.0,,
T,32.980674099,35.154875902,83.4,,
T,31.537831701,33.898045758,0.0,,
T,29.810904347,33.297513731,536.8,,
T,28.262551694,33.440131544,0.0,,
T,27.815076167,33.582903013,0.0,,
T,26.191262306,34.652926667,0.0,,
T,24.611872824,36.448305759,,,
T,23.352443152,39.184772749,154.3,,
T,22.686600979,41.794528976,935.4,,
T,22.435700154,44.390804722,896.9,,
T,22.501012392,46.637819874,604.3,,
T,22.940878384,48.928032145,251.5,,
T,23.032327392,49.136864430,136.7,,
T,24.042132329,50.759850591,105.2,,
T,24.272456767,51.029868379,36.3,,
T,25.548910334,51.856815441,0.0,,
T,27.139294830,51.934827702,0.0,,
T,27.410705833,51.930981048,0.0,,
T,28.876015699,51.095443272,51.6,,
T,30.230440988,49.384458106,-0.8,,
T,31.175224648,46.969780147,2.6,,
T,31.910401099,43.992975842,72.0,,
T,31.941795318,41.429222641,495.1,,
T,31.246554032,38.388351775,783.5,,
T,29.759766578,36.091770544,989.2,,
T,28.011118929,34.945523917,0.0,,
T,25.964268877,34.224136024,231.8,,
T,23.991470810,34.413412845,375.9,,
T,22.388128660,35.332040265,414.3,,
T,21.219140002,37.091512022,15.4,,
T,20.476536864,39.552157282,0.0,,
T,20.458898730,39.829256465,34.7,,
T,20.469605936,42.766333457,1236.2,,
T,21.162002771,45.820664678,745.2,,
T,22.376064222,48.540533777,281.1,,
T,24.071860932,50.830707666,81.6,,
T,26.176869309,52.549544361,,,
T,28.051330516,53.261600812,656.3,,
T,29.560222298,53.021710466,1575.2,,
T,30.696362856,51.901886605,2657.6,,
T,31.287599403,50.206807833,1529.6,,
T,31.838904519,47.855932988,16.8,,
T,31.873894577,47.555315000,12.8,,
T,31.801527145,44.581955123,20.5,,
T,30.851562436,41.090327603,560.5,,
T,29.216703360,38.493178772,735.0,,
T,26.946776933,36.507659235,272.9,,
T,24.805583926,35.546736928,0.0,,
T,22.758608561,35.321183433,367.5,,
T,21.289642330,36.532053656,660.2,,
T,20.437457048,38.629785718,,,
T,20.600251966,41.117454517,1707.4,,
T,20.663595582,41.476993169,1483.1,,
T,21.837501102,43.901622683,1160.1,,
T,23.751896573,46.170437941,770.8,,
T,25.762099198,47.553167572,454.6,,
T,27.886307754,48.254103026,100.3,,
T,29.377076865,47.932138626,0.0,,
T,30.495221639,46.893833288,39.1,,
T,31.136198681,45.217135420,22.9,,
T,31.247270041,44.822410084,49.8,,
T,31.573087206,41.816365640,374.8,,
T,31.111997241,38.730752059,772.1,,
T,29.986193005,35.772234405,1125.0,,
T,29.788458942,35.469311194,857.4,,
T,28.061107689,33.392135005,0.0,,
