T,-3.123917018,37.368423283,4019.2,,
T,-3.122520455,37.369234302,4031.6,,
T,-3.121380390,37.370307747,4058.3,,
T,-3.119957376,37.371646971,4109.9,,
T,-3.118825928,37.372444903,4141.9,,
T,-3.117419695,37.373238792,4181.6,,
T,-3.116560514,37.374304414,4217.2,,
T,-3.115435383,37.375371505,4246.1,,
T,-3.114317917,37.375896130,4271.3,,
T,-3.113758818,37.376976197,4279.1,,
T,-3.112644284,37.378045407,4301.6,,
T,-3.111814721,37.378578998,4320.4,,
T,-3.110987059,37.379931371,4343.1,,
T,-3.109880276,37.381274597,4342.7,,
T,-3.108818189,37.382394394,4327.5,,
T,-3.108268714,37.383206428,4320.0,,
T,-3.107444656,37.383742637,4338.1,,
T,-3.106041710,37.385049292,4392.7,,
T,-3.104647173,37.386359458,4441.2,,
T,-3.103287928,37.387715981,4430.8,,
T,-3.101938675,37.389088767,4416.5,,
T,-3.101393797,37.389901518,4434.8,,
T,-3.099997390,37.391460042,4488.8,,
T,-3.099156719,37.392491914,4553.9,,
T,-3.098061470,37.393280515,4552.6,,
T,-3.097256408,37.394380458,4539.3,,
T,-3.096167418,37.395180048,4542.2,,
T,-3.095352176,37.395985557,4555.3,,
T,-3.094541787,37.397074138,4551.3,,
T,-3.094823205,37.397916104,4533.4,,
T,-3.096179671,37.397650762,4532.0,,
T,-3.098092007,37.397145222,4502.1,,
T,-3.099721652,37.396066586,4488.7,,
T,-3.101348271,37.394981044,4472.9,,
T,-3.102731222,37.393944461,4444.6,,
T,-3.104393105,37.393185705,4410.0,,
T,-3.105505085,37.391865309,4373.1,,
T,-3.106624873,37.390551875,4341.8,,
T,-3.107714009,37.389462570,4333.0,,
T,-3.108515889,37.387808310,4350.4,,
T,-3.109603342,37.386717823,4359.1,,
T,-3.110441112,37.385653944,4359.4,,
T,-3.111296765,37.384334967,4316.8,,
T,-3.112424749,37.383284043,4278.1,,
T,-3.112703958,37.383017747,4269.0,,
T,-3.113792231,37.381921943,4245.2,,
T,-3.114898764,37.380570815,4241.4,,
T,-3.116007154,37.380039449,4224.7,,
T,-3.116826150,37.378672623,4224.2,,
T,-3.117939212,37.377596119,4193.5,,
T,-3.119071497,37.376531983,4161.7,,
T,-3.120208853,37.375742755,4129.2,,
T,-3.121626753,37.374954815,4080.6,,
T,-3.123035439,37.373882844,4049.9,,
T,-3.123883732,37.373349783,4029.3,,
T,-3.125305661,37.372555533,3998.4,,
T,-3.125023086,37.372825659,4001.3,,
T,-3.124163547,37.372803815,4027.4,,
T,-3.122186402,37.373865418,4074.8,,
T,-3.121339702,37.374123114,4094.7,,
