T,49.195361668,20.201286219,2137.9,,,
T,49.194881861,20.200713576,2114.8,,,
T,49.194474024,20.200437776,2092.0,,,
T,49.194120522,20.200544031,2076.3,,,
T,49.193705720,20.200826855,2059.6,,,
T,49.193280645,20.201397949,2064.1,,,
T,49.192969873,20.202133442,2070.3,,,
T,49.192650043,20.203142538,2093.8,,,
T,49.192501807,20.204061825,2117.0,,,
T,49.192376003,20.204953382,2143.0,,,
T,49.192406177,20.205561488,2186.5,,,
T,49.192643966,20.206209094,2201.0,,,
T,49.192874574,20.206505398,2219.9,,,
T,49.193217764,20.206701762,2253.4,,,
T,49.193640571,20.206727940,2307.9,,,
T,49.194342989,20.206266006,2383.8,,,
T,49.195760815,20.204533386,2252.3,,,
T,49.196244172,20.203926540,2232.0,,,
T,49.196549713,20.203534507,2233.6,,,
T,49.196724686,20.202920293,2249.7,,,
T,49.196745748,20.202626846,2246.9,,,
T,49.196660873,20.202089906,2234.0,,,
T,49.196416206,20.201540690,2220.7,,,
T,49.196072532,20.200970609,2199.4,,,
T,49.195612962,20.200516914,2167.2,,,
T,49.195017001,20.200312083,2128.6,,,
T,49.194378125,20.200451701,2087.1,,,
T,49.193917037,20.200765283,2066.3,,,
T,49.193470469,20.201272408,2063.6,,,
T,49.193154480,20.201920417,2072.1,,,
T,49.193105762,20.202432416,2086.6,,,
T,49.193156351,20.202655957,2098.9,,,
T,49.193469350,20.202943788,2125.2,,,
T,49.194017991,20.203025559,2138.6,,,
T,49.194626753,20.203045875,2144.6,,,
T,49.195403413,20.202825349,2146.8,,,
T,49.196017027,20.202663148,2178.7,,,
T,49.196557924,20.202436710,2224.4,,,
T,49.196940590,20.202199375,2266.9,,,
T,49.197156634,20.201741659,2292.1,,,
T,49.197136806,20.201675436,2289.5,,,
T,49.196844710,20.201426135,2270.5,,,
T,49.196286876,20.201219826,2215.7,,,
T,49.195570219,20.201083265,2152.8,,,
T,49.194703216,20.201257564,2104.1,,,
T,49.193787341,20.201542842,2076.7,,,
T,49.193033059,20.202243081,2075.8,,,
T,49.192714978,20.202608513,2075.9,,,
T,49.192580336,20.202857015,2078.6,,,
T,49.192606178,20.203192187,2093.1,,,
T,49.192643816,20.203898130,2122.3,,,
T,49.192895338,20.204379084,2171.5,,,
T,49.193204973,20.204894542,2205.2,,,
T,49.193867607,20.205203761,2289.2,,,
T,49.195252698,20.204247539,2222.8,,,
T,49.196198191,20.203404786,2202.8,,,
T,49.196765512,20.203065032,2260.6,,,
T,49.197163437,20.202714127,2300.5,,,
T,49.197346252,20.202382400,2307.9,,,
T,49.197495181,20.201520228,2318.7,,,
T,49.197484444,20.200828295,2334.4,,,
T,49.197389017,20.200013068,2357.8,,,
T,49.197707522,20.198037559,2211.9,,,
T,49.197282302,20.197276482,2175.4,,,
T,49.196600514,20.196672642,2139.0,,,
T,49.195792757,20.196393099,2077.8,,,
T,49.194900688,20.196648641,2023.0,,,
T,49.193920828,20.197630802,2034.2,,,
T,49.193235481,20.198719322,2027.7,,,
T,49.192684140,20.200290540,2033.4,,,
T,49.192394022,20.201637878,2051.8,,,
T,49.192373814,20.202917680,2070.8,,,
T,49.192428641,20.203767040,2102.0,,,
T,49.192503902,20.204812768,2148.6,,,
T,49.192746172,20.205676225,2199.2,,,
T,49.193177385,20.206316131,2255.2,,,
T,49.193875243,20.206591795,2345.7,,,
T,49.195298572,20.205531596,2307.7,,,
T,49.196371313,20.204650299,2289.7,,,
T,49.197048296,20.204179085,2317.8,,,
T,49.197325272,20.203921720,2363.1,,,
T,49.197599542,20.203485168,2381.5,,,
T,49.197526768,20.203200445,2350.9,,,
T,49.197274394,20.202529032,2305.5,,,
T,49.196805512,20.201966086,2252.8,,,
T,49.196032400,20.201435939,2184.1,,,
T,49.194992003,20.201217748,2117.9,,,
T,49.194006325,20.201566225,2081.2,,,
T,49.193052139,20.202402536,2083.0,,,
T,49.192280253,20.203289106,2078.8,,,
T,49.191812321,20.204355025,2082.1,,,
T,49.191588140,20.205472907,2094.7,,,
T,49.191548082,20.206476923,2100.0,,,
T,49.191535542,20.207299269,2152.2,,,
T,49.191817962,20.207689617,2145.7,,,
T,49.192142928,20.207946036,2162.9,,,
T,49.192610113,20.207888238,2203.1,,,
T,49.192994263,20.207556354,2235.9,,,
T,49.193431610,20.207004768,2267.6,,,
T,49.193950718,20.205776145,2334.7,,,
T,49.195221849,20.203114602,2153.5,,,
T,49.195183440,20.202341028,2134.0,,,
T,49.194909243,20.201746455,2116.0,,,
T,49.194377094,20.201605719,2092.9,,,
T,49.193541186,20.201830270,2081.8,,,
T,49.192526022,20.202829219,2074.4,,,
T,49.191522030,20.204049674,2061.1,,,
T,49.191505067,20.204242796,2063.6,,,
T,49.190916790,20.205711273,2044.2,,,
T,49.190580115,20.207083423,2031.3,,,
T,49.190564961,20.207823786,2031.6,,,
T,49.190643966,20.208237543,2039.8,,,
T,49.190787701,20.208515062,2039.7,,,
T,49.191104473,20.208563049,2061.2,,,
T,49.191503913,20.208291663,2100.7,,,
T,49.191928656,20.207912907,2144.9,,,
T,49.192425673,20.207166776,2192.9,,,
T,49.192759084,20.206357639,2217.0,,,
T,49.192918773,20.205774820,2214.1,,,
T,49.193179997,20.204732403,2194.2,,,
T,49.193324413,20.203613045,2155.7,,,
T,49.193306231,20.202668731,2107.1,,,
T,49.192961249,20.202506489,2082.9,,,
T,49.192466539,20.202715401,2067.6,,,
T,49.191727589,20.203465557,2059.3,,,
T,49.191148609,20.204616454,2049.5,,,
T,49.190904587,20.205985297,2042.4,,,
T,49.190756122,20.207421973,2051.9,,,
T,49.190960828,20.208764899,2056.6,,,
T,49.191291530,20.209946510,2023.4,,,
T,49.191543500,20.210968573,2121.0,,,
T,49.191913280,20.211449961,2161.1,,,
T,49.192347971,20.211365920,2202.3,,,
T,49.192582809,20.211073858,2249.2,,,
T,49.192688408,20.210901146,2269.8,,,
T,49.192971501,20.209903945,2220.8,,,
T,49.193050730,20.208727626,2226.9,,,
T,49.192998402,20.207798631,2240.1,,,
T,49.192803775,20.206899440,2196.3,,,
T,49.192531174,20.206308912,2190.6,,,
T,49.192170158,20.206211208,2154.9,,,
T,49.191728357,20.206560959,2115.5,,,
T,49.191232148,20.207334280,2126.8,,,
T,49.191031841,20.208229707,2069.9,,,
T,49.190988401,20.209131120,2050.7,,,
T,49.191077185,20.209669963,2015.8,,,
T,49.191178317,20.210391375,2057.8,,,
T,49.191242004,20.211015263,2111.7,,,
T,49.191426343,20.211171825,2140.0,,,
T,49.191650557,20.210948943,2123.9,,,
T,49.191821510,20.210628075,2136.2,,,
T,49.191987925,20.209956326,2082.7,,,
T,49.191913174,20.209555762,2084.4,,,
T,49.191742236,20.209086486,2099.3,,,
T,49.191374376,20.208951149,2087.5,,,
T,49.190992758,20.208893719,2065.5,,,
T,49.190662035,20.209097765,2022.4,,,
T,49.190448842,20.209512830,1978.7,,,
T,49.190273148,20.210612536,2032.8,,,
T,49.189802449,20.212581389,2200.1,,,
T,49.189959018,20.213884228,2232.5,,,
T,49.190466832,20.214620695,2264.3,,,
T,49.190997073,20.214873986,2290.0,,,
T,49.191382691,20.214821580,2302.9,,,
T,49.191633978,20.214605320,2323.1,,,
T,49.191722414,20.214387703,2338.7,,,
T,49.191645508,20.214091685,2350.6,,,
T,49.191611436,20.213731651,2364.2,,,
T,49.191570522,20.213286112,2366.0,,,
T,49.191325247,20.213019144,2343.0,,,
T,49.190992339,20.212934852,2314.6,,,
T,49.190684620,20.212913308,2291.4,,,
T,49.190260241,20.213364163,2254.9,,,
T,49.190086714,20.213532712,2238.7,,,
T,49.189989706,20.213855847,2234.7,,,
T,49.190057074,20.214470944,2233.9,,,
T,49.190252663,20.215102332,2235.3,,,
T,49.190606090,20.215659095,2242.1,,,
T,49.191029010,20.215927762,2227.8,,,
T,49.191338291,20.215871402,2243.0,,,
T,49.191521910,20.215639339,2262.6,,,
T,49.191533703,20.215196327,2287.2,,,
T,49.191401900,20.214518938,2320.9,,,
T,49.191189894,20.213657682,2339.2,,,
T,49.191416799,20.212133469,2240.9,,,
T,49.191310516,20.211288391,2146.1,,,
T,49.191135901,20.210863985,2099.9,,,
T,49.190953241,20.210960823,2087.7,,,
T,49.190843189,20.211070923,2082.9,,,
T,49.190587620,20.211874206,2197.7,,,
T,49.190296084,20.213328971,2258.4,,,
T,49.190539884,20.214630219,2270.6,,,
T,49.190980221,20.215470920,2255.9,,,
T,49.191418897,20.215943321,2243.2,,,
T,49.191814299,20.216026062,2259.5,,,
T,49.191740599,20.215664482,2271.7,,,
T,49.191509074,20.214927178,2301.2,,,
T,49.191148314,20.214011034,2332.1,,,
T,49.191135160,20.212784459,2317.9,,,
T,49.191165175,20.211262493,2128.9,,,
T,49.191000889,20.210309061,2032.4,,,
T,49.190766647,20.209946336,1983.2,,,
T,49.190679783,20.210198088,2007.1,,,
T,49.190662810,20.211080353,2086.5,,,
T,49.190412179,20.212681258,2270.5,,,
T,49.190387975,20.213951114,2267.9,,,
T,49.190463227,20.214188156,2275.0,,,
T,49.191073233,20.215387553,2264.0,,,
T,49.191804754,20.216599113,2240.5,,,
T,49.192745786,20.217707997,2189.4,,,
T,49.193972351,20.218572650,2052.9,,,
T,49.194719905,20.219191143,2005.1,,,
T,49.194919410,20.219556771,2002.0,,,
T,49.194800321,20.219276312,2005.0,,,
T,49.194372784,20.218743724,2015.4,,,
T,49.193637233,20.218286932,2109.0,,,
T,49.192829944,20.217709980,2189.8,,,
T,49.192772158,20.217686623,2192.6,,,
T,49.192071656,20.216863552,2233.2,,,
T,49.191433574,20.216144781,2233.8,,,
T,49.190980221,20.215470920,2255.9,,,
T,49.190586887,20.214880193,2267.0,,,
T,49.190337746,20.214442026,2260.0,,,
T,49.190172298,20.214149514,2250.1,,,
T,49.190071921,20.213702574,2238.8,,,
T,49.189966978,20.213328778,2227.8,,,
T,49.189929394,20.213284808,2223.7,,,
T,49.190010429,20.213759495,2234.9,,,
T,49.190162998,20.214230650,2248.1,,,
T,49.190368970,20.214780927,2250.5,,,
T,49.190649225,20.215259916,2258.0,,,
T,49.190878783,20.215703379,2239.1,,,
T,49.191160386,20.216026907,2224.3,,,
T,49.191262667,20.216151835,2222.9,,,
T,49.191457604,20.216335361,2225.9,,,
T,49.191609597,20.216553079,2227.0,,,
T,49.191783494,20.216685400,2235.2,,,
T,49.192055125,20.217015501,2218.5,,,
T,49.192085953,20.217059586,2213.9,,,
T,49.192266640,20.217259270,2201.7,,,
T,49.192417016,20.217415398,2197.9,,,
T,49.192714435,20.217663288,2192.8,,,
T,49.192866416,20.217820972,2178.7,,,
T,49.193232061,20.218004018,2160.9,,,
T,49.193327914,20.218061196,2162.2,,,
T,49.193645790,20.218211237,2118.7,,,
T,49.193957898,20.218372701,2088.7,,,
T,49.194328867,20.218491700,2039.6,,,
T,49.194609094,20.218616286,2023.3,,,
T,49.194804975,20.218747067,2022.2,,,
T,49.194968024,20.218911039,2022.9,,,
T,49.195193063,20.219179524,2023.4,,,
T,49.195384580,20.219402154,2026.0,,,
T,49.195499958,20.219613650,2024.0,,,
T,49.195695891,20.219837244,2027.0,,,
T,49.195880914,20.220146340,2026.0,,,
T,49.195964432,20.220155949,2032.3,,,
T,49.195863343,20.219855595,2034.8,,,
T,49.195670747,20.219399871,2034.5,,,
T,49.195551645,20.219037686,2041.6,,,
T,49.195388595,20.218637765,2041.9,,,
T,49.194939726,20.218120138,2057.3,,,
T,49.194283706,20.217823795,2144.1,,,
T,49.193784612,20.217547758,2200.8,,,
T,49.193350924,20.217211602,2236.2,,,
T,49.193048399,20.216901713,2266.0,,,
T,49.192901410,20.216811710,2287.1,,,
T,49.192763295,20.216570666,2307.9,,,
T,49.192598926,20.216352205,2314.0,,,
T,49.192431275,20.216138817,2310.5,,,
T,49.192291738,20.215903099,2305.8,,,
T,49.192152955,20.215738147,2294.7,,,
T,49.191935748,20.215498568,2284.6,,,
T,49.191800471,20.215252455,2292.8,,,
T,49.191663543,20.215009012,2301.4,,,
T,49.191461539,20.214825271,2305.1,,,
T,49.191318320,20.214591045,2314.0,,,
T,49.191079682,20.214225608,2320.9,,,
T,49.191093036,20.214428177,2313.6,,,
T,49.191115900,20.214479818,2312.8,,,
T,49.191347871,20.214923742,2297.0,,,
T,49.191576998,20.215522583,2270.9,,,
T,49.191875557,20.215972463,2265.7,,,
T,49.192135091,20.216392766,2273.2,,,
T,49.192420601,20.216716849,2268.1,,,
T,49.192695945,20.217048849,2262.3,,,
T,49.192821174,20.217226438,2239.7,,,
T,49.192973235,20.217383199,2226.4,,,
T,49.193181354,20.217560176,2201.1,,,
T,49.193382212,20.217740953,2178.8,,,
T,49.193606962,20.217833499,2157.3,,,
T,49.193850019,20.217976569,2159.0,,,
T,49.194136759,20.218085017,2122.0,,,
T,49.194452445,20.218169188,2066.8,,,
T,49.194764674,20.218261806,2046.2,,,
T,49.195007347,20.218431034,2041.3,,,
T,49.195201506,20.218644507,2036.5,,,
T,49.195464483,20.219032296,2037.5,,,
T,49.195597349,20.219306546,2035.6,,,
T,49.195764054,20.219553651,2034.7,,,
T,49.195897150,20.219828355,2038.8,,,
T,49.196010463,20.220042806,2039.6,,,
T,49.196175157,20.220523640,2055.5,,,
T,49.196341335,20.220852095,2090.1,,,
T,49.196382478,20.220896331,2097.6,,,
T,49.196311426,20.220570236,2086.7,,,
T,49.196018585,20.219806986,2050.5,,,
T,49.195613052,20.218834304,2048.5,,,
T,49.194732263,20.217933525,2081.3,,,
T,49.193743885,20.217511500,2200.3,,,
T,49.193195841,20.216991997,2253.8,,,
T,49.192878275,20.216473951,2312.7,,,
T,49.192653136,20.216094693,2329.3,,,
T,49.192540621,20.215835486,2324.3,,,
T,49.192400861,20.215600165,2311.7,,,
T,49.192260839,20.215287085,2311.4,,,
T,49.192065445,20.214881494,2324.5,,,
T,49.191802762,20.214319805,2344.7,,,
T,49.191669222,20.213600049,2373.2,,,
T,49.191935125,20.212114487,2229.8,,,
T,49.191980419,20.211133608,2167.5,,,
T,49.191925232,20.210528160,2142.4,,,
T,49.192015377,20.211100065,2172.3,,,
T,49.191981570,20.212338810,2259.3,,,
T,49.191947986,20.214122869,2359.2,,,
T,49.192523598,20.215281301,2325.3,,,
T,49.193293633,20.216557351,2295.8,,,
T,49.193350162,20.216653256,2276.8,,,
T,49.194393979,20.217380573,2203.8,,,
T,49.195486184,20.217884407,2095.8,,,
T,49.196051174,20.218860719,2100.2,,,
T,49.196274241,20.219527148,2102.9,,,
T,49.196468130,20.219986781,2148.8,,,
T,49.196591700,20.220273539,2175.5,,,
T,49.196616290,20.220407582,2172.5,,,
T,49.196738487,20.220924255,2164.1,,,
T,49.196803349,20.221561104,2172.2,,,
T,49.196803349,20.221561104,2172.2,,,
T,49.196754316,20.221370625,2162.6,,,
T,49.196498627,20.220499918,2136.6,,,
T,49.196159479,20.219234645,2102.5,,,
T,49.195327278,20.217795577,2098.7,,,
T,49.193717663,20.216980992,2251.6,,,
T,49.192866271,20.215635465,2353.6,,,
T,49.192245026,20.214302547,2361.3,,,
T,49.192280240,20.212731815,2337.6,,,
T,49.192535186,20.211603359,2220.6,,,
T,49.192535186,20.211603359,2220.6,,,
T,49.192563338,20.212255391,2243.9,,,
T,49.192454355,20.213968126,2391.4,,,
T,49.193113751,20.215287006,2378.1,,,
T,49.194538052,20.216848992,2290.4,,,
T,49.196316700,20.217953991,2155.6,,,
T,49.196442698,20.218233961,2173.8,,,
T,49.197090584,20.221413577,2246.4,,,
T,49.197377008,20.224193268,2236.4,,,
T,49.197617744,20.225840480,2314.9,,,
T,49.197709783,20.226138015,2326.4,,,
T,49.197975176,20.226826297,2320.1,,,
T,49.197656710,20.226321105,2324.5,,,
T,49.197327771,20.225254213,2290.3,,,
T,49.197156944,20.223768205,2210.7,,,
T,49.196875430,20.221657283,2182.2,,,
T,49.196449771,20.219388265,2143.3,,,
T,49.195356349,20.217409567,2163.9,,,
T,49.193587245,20.216460770,2300.7,,,
T,49.192735104,20.214964935,2348.2,,,
T,49.192270749,20.213598579,2404.1,,,
T,49.192563338,20.212255391,2243.9,,,
T,49.192405402,20.213038243,2385.3,,,
T,49.192514834,20.214145539,2382.5,,,
T,49.193275207,20.215508654,2386.5,,,
T,49.194692238,20.216927133,2276.1,,,
T,49.196266357,20.217842128,2151.5,,,
T,49.196392274,20.218121917,2165.2,,,
T,49.196743153,20.219540037,2190.2,,,
T,49.196744977,20.219692037,2188.5,,,
T,49.196664744,20.219525244,2177.7,,,
T,49.196115223,20.217888524,2135.4,,,
T,49.194186666,20.216939838,2277.1,,,
T,49.192950339,20.215210333,2365.2,,,
T,49.192762781,20.214941725,2350.4,,,
T,49.192649561,20.211826215,2227.0,,,
T,49.192486608,20.209840959,2156.5,,,
T,49.192467370,20.209695167,2162.1,,,
T,49.192688408,20.210901146,2269.8,,,
T,49.192594081,20.213546968,2415.5,,,
T,49.193569707,20.215400912,2414.4,,,
T,49.194961914,20.216698224,2322.5,,,
T,49.195284861,20.216766843,2266.2,,,
T,49.196691006,20.217799004,2197.7,,,
T,49.196866659,20.218432454,2233.6,,,
T,49.196777123,20.218037834,2208.6,,,
T,49.195784972,20.216904227,2219.9,,,
T,49.193936111,20.216032709,2378.6,,,
T,49.192906462,20.214103190,2396.0,,,
T,49.193099827,20.211498956,2284.6,,,
T,49.193074980,20.211279592,2294.4,,,
T,49.193108096,20.211571968,2280.9,,,
T,49.193062857,20.214115417,2404.4,,,
T,49.194322131,20.216067936,2403.8,,,
T,49.196743479,20.217142650,2209.8,,,
T,49.196919618,20.217305224,2217.1,,,
T,49.197434753,20.219923630,2339.6,,,
T,49.197677530,20.221111463,2374.8,,,
T,49.197231716,20.218764908,2287.0,,,
T,49.195760610,20.216577329,2241.3,,,
T,49.195450906,20.216490832,2294.0,,,
T,49.193121763,20.213993714,2412.5,,,
T,49.193024728,20.213628181,2424.1,,,
T,49.193111986,20.209782385,2238.2,,,
T,49.192759327,20.208000736,2212.3,,,
T,49.192877575,20.208707651,2201.1,,,
T,49.193342308,20.211367351,2315.8,,,
T,49.193371695,20.211663851,2300.8,,,
T,49.193854211,20.215177738,2445.2,,,
T,49.196620042,20.216722441,2232.3,,,
T,49.197479455,20.218959083,2338.5,,,
